"STATION","NAME","DATE","ACMH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-23",,"8.28"," 0036"," 0034","0.00",,"0.0","1.0","22","30","14",,,"  320","  310",,,,"19.9","28.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-24",,"6.49"," 2258"," 2239","0.00",,"0.0","0.0","27","31","23",,,"  300","  290",,,,"16.1","25.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-25",,"13.87"," 1914"," 1120","0.00",,"0.0","0.0","21","27","15",,,"  330","  320",,,,"25.1","33.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-26",,"10.74"," 1523"," 1605","0.00",,"0.0","0.0","22","30","14",,,"  300","  310",,,,"21.0","31.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-27",,"8.05"," 1436"," 1248","0.00",,"0.0","0.0","27","32","21",,,"  320","  300",,,,"17.0","23.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-28",,"10.07"," 1111"," 1219","0.00",,"0.0","0.0","23","27","19",,,"  330","  330",,,,"23.0","31.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-29",,"5.59"," 0501"," 0501","0.00",,"0.0","0.0","24","30","17",,,"  360","   10",,,,"15.0","19.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-30",,"4.92"," 1203"," 0618","0.92",,"12.0","3.0","28","31","24",,,"   20","  350",,,,"17.0","29.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-31",,"17.22",,,"0.00",,"0.0","10.0","28","30","25","    0",,"    0","    0",,,,,"0.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-01",,"12.97",,,"0.00",,"0.0","9.0","28","32","23",,,"    0","  320",,,,"21.0","23.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-02",,"10.29"," 1511"," 1748","0.00",,"0.0","7.0","23","27","19",,,"  320","  330",,,,"16.1","21.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-03",,"6.26"," 2328"," 2327","0.00",,"0.0","6.0","25","31","18",,,"  270","  250",,,,"14.1","21.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-04",,"6.71"," 1455"," 1211","0.00",,"0.0","5.0","30","34","25",,,"  300","  300",,,,"14.1","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-05",,"5.14"," 1123"," 1119","0.19",,"1.8",,"29","33","24",,,"  270","  250",,,,"15.0","21.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-06",,"5.82"," 1656"," 1659","0.00",,"0.0","8.0","35","40","30",,,"  320","  310",,,,"17.0","23.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-07",,"4.70"," 1031"," 1030","0.00",,"0.0","7.0","36","43","29",,,"  270","  270",,,,"13.0","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-08",,"6.26"," 1816"," 1809","0.32",,"0.0","7.0","37","40","34",,,"   70","   80",,,,"15.0","19.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-09",,"9.40"," 2335"," 1726","0.00",,"0.0",,"30","34","26",,,"  290","  310",,,,"17.0","25.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-10",,"8.72"," 1101"," 1007","0.00",,"0.0",,"28","33","22",,,"  320","  320",,,,"21.0","25.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-11",,"8.05"," 1459"," 1450","0.00",,"0.0","6.0","38","46","30","    0",,"  320","  330",,,,"17.9","28.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-12",,"5.82"," 0216"," 0216","0.00",,"0.0",,"36","42","30","    0",,"  320","  310",,,,"12.1","15.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-13",,"3.80"," 2225"," 2237","0.00",,"0.0","5.0","35","40","30","    0",,"  260","  240",,,,"13.0","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-14",,"2.91"," 0053"," 0052","0.00",,"0.0","4.0","39","43","34","    0",,"  270","  260",,,,"10.1","14.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-15",,"5.14"," 1120"," 1052","0.28",,"0.0","2.0","38","41","34",,,"   80","   70",,,,"14.1","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-16",,"7.83"," 1408"," 1508","0.00",,"0.0","2.0","41","45","36",,,"  300","  290",,,,"15.0","21.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-17",,"6.49"," 1702"," 1108","0.00",,"0.0","0.0","39","42","36",,,"  270","  310",,,,"13.0","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-18",,"6.26"," 1404"," 1529","0.03",,"0.0","0.0","35","37","32",,,"  170","  190",,,,"13.0","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-19",,"2.91"," 2341"," 2341","0.83",,"0.0","0.0","37","39","35",,,"   50","   60",,,,"13.0","21.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-20",,"11.41"," 2339"," 1611","0.24",,"0.0","0.0","34","37","30",,,"   80","   70",,,,"21.9","30.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-21",,"9.84"," 1020"," 0344","0.46",,"6.0","6.0","28","33","22",,,"  320","  350",,,,"21.9","31.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-22",,"5.59"," 0900"," 0849","0.00",,"0.0","3.0","29","36","22",,,"  300","  300",,,,"12.1","16.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-23",,"3.13"," 2040"," 1125","0.00",,"0.0","5.0","32","37","26",,,"  300","  270",,,,"10.1","14.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-24",,"5.59"," 1740"," 1740","0.00",,"0.0","2.0","37","43","30",,,"  250","  250",,,,"13.0","16.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-25",,"6.93"," 1549"," 2114","0.00",,"0.0","2.0","32","39","25",,,"  310","   10",,,,"15.0","21.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-26",,"6.71"," 2157"," 0006","0.00",,"0.0","1.0","29","36","21",,,"  250","  310",,,,"13.0","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-27",,"8.95"," 2149"," 2118","0.04",,"0.5","1.0","35","41","29",,,"  320","  330",,,,"21.0","29.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-28",,"8.95"," 0104"," 0026","0.00",,"0.0","0.0","33","37","29",,,"  300","  310",,,,"17.9","29.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-29",,"5.82"," 1749"," 1749","0.00",,"0.0","0.0","32","38","26",,,"  250","  260",,,,"14.1","19.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-30",,"6.93"," 1448"," 1312","0.76",,"0.0","0.0","45","54","36",,,"  250","  360",,,,"19.9","25.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-31",,"7.61"," 1649"," 1334","0.01",,"0.0","0.0","45","49","40","    0",,"  290","  310",,,,"21.9","32.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-01",,"5.82"," 1353"," 1352","0.00",,"0.0","0.0","44","49","38",,,"  280","  290",,,,"15.0","19.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-02",,"5.59"," 2245"," 2245","0.02",,"0.0",,"36","45","27",,,"  320","  340",,,,"21.9","33.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-03",,"9.17"," 0355"," 0410","0.00",,"0.0",,"30","33","26",,,"  320","  340",,,,"21.9","28.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-04",,"5.82"," 1936"," 1816","0.00",,"0.0",,"31","37","24",,,"  190","  210",,,,"13.0","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-05",,"9.84"," 1233"," 1143","0.70",,"3.5",,"34","36","32",,,"   70","   70",,,,"21.9","31.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-06",,"9.40"," 1752"," 0116","0.00",,"0.0",,"41","45","36",,,"  280","  300",,,,"17.0","28.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-07",,"8.50"," 1221"," 1255","0.00",,"0.0","0.0","39","44","34",,,"  320","  320",,,,"16.1","23.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-08",,"6.04"," 1900"," 1900","0.00",,"0.0","0.0","37","41","32",,,"  190","  200",,,,"13.0","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-09",,"5.37"," 2343"," 2355","0.00",,"0.0","0.0","47","58","36",,,"  250","  260",,,,"13.0","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-10",,"14.54"," 0730"," 1631","0.01",,"0.0","0.0","44","61","27",,,"  300","  300",,,,"25.1","38.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-11",,"10.74"," 1538"," 1539","0.00",,"0.0","0.0","26","32","20",,,"  320","  320",,,,"21.9","30.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-12",,"6.93"," 1830"," 2216","0.02",,"0.2",,"26","35","16",,,"  180","  250",,,,"14.1","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-13",,"4.70"," 1232"," 1258","0.00",,"0.0","0.0","41","49","32",,,"  310","  320",,,,"13.0","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-14",,"6.04"," 0927"," 0926","0.00",,"0.0","0.0","42","47","37",,,"  210","  200",,,,"14.1","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-15",,"7.38"," 0738"," 0517","0.04",,"0.0","0.0","43","47","38","    0",,"  320","  320",,,,"16.1","21.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-16",,"6.04"," 1936"," 0339","0.32",,"0.0","0.0","37","40","34","    0",,"   70","   70",,,,"10.1","15.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-17",,"12.75"," 1327"," 1640","0.00",,"0.0","0.0","30","38","21","    0",,"  330","  310",,,,"28.0","40.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-18",,"8.28"," 0043"," 0042","0.00",,"0.0","0.0","25","32","18",,,"  320","  350",,,,"16.1","23.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-19",,"8.28"," 2213"," 1319","0.00",,"0.0","0.0","35","43","26",,,"  250","  240",,,,"17.0","28.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-20",,"7.38"," 0045"," 0041","0.00",,"0.0","0.0","47","55","39",,,"  250","  270",,,,"16.1","25.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-21",,"10.74"," 1549"," 1608","0.00",,"0.0","0.0","36","52","20",,,"  320","   10",,,,"25.1","33.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-22",,"7.38"," 0057"," 0119","0.31",,"5.5","0.0","21","25","17",,,"  310","  310",,,,"15.0","19.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-23",,"10.96"," 2128"," 1530","0.01",,"0.3","6.0","31","40","21",,,"  320","  310",,,,"17.0","25.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-24",,"5.37"," 0012"," 0126","0.00",,"0.0","2.0","30","35","25",,,"  320","  320",,,,"19.9","30.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-25",,"7.61"," 0838"," 1544","0.52",,"0.0","0.0","43","53","33",,,"  160","  360",,,,"17.0","23.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-26",,"10.29"," 1342"," 1340","0.00",,"0.0","0.0","44","53","35","    0",,"  320","  330",,,,"21.0","31.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-27",,"6.71"," 1258"," 2312","0.00",,"0.0","0.0","40","49","31","    0",,"  300","   10",,,,"15.0","19.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-02-28",,"7.83"," 1525"," 1524","0.00",,"0.0","0.0","31","36","26",,,"  320","  320",,,,"17.0","23.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-01",,"6.26"," 1344"," 1406","0.00",,"0.0","0.0","31","37","24",,,"  300","  290",,,,"17.0","21.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-02",,"4.92"," 1426"," 1519","0.04",,"0.0","0.0","37","42","31",,,"  280","  290",,,,"14.1","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-03",,"5.14"," 2340"," 1908","0.00",,"0.0","0.0","42","47","37",,,"   80","   80",,,,"13.0","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-04",,"12.08"," 2358"," 2358","0.05",,"0.0","0.0","33","37","29",,,"  100","   90",,,,"23.0","32.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-05",,"12.75"," 0225"," 0224","0.43",,"2.0","0.0","30","32","28",,,"   90","   60",,,,"30.0","40.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-06",,"9.40"," 0106"," 1114","0.14",,"1.5","3.0","30","35","25",,,"  320","  360",,,,"17.0","25.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-07",,"6.49"," 1127"," 1215","0.00",,"0.0","3.0","38","43","32","    0",,"   50","   60",,,,"16.1","23.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-08",,"6.26"," 1843"," 2009","0.00",,"0.0","2.0","36","40","32","    0",,"  200","  220",,,,"15.0","19.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-09",,"8.28"," 2211"," 1955","0.37",,"0.0","0.0","38","42","34",,,"  300","  300",,,,"17.0","23.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-10",,"10.07"," 1308"," 0850","0.00",,"0.0","0.0","40","45","34",,,"  330","  320",,,,"19.9","31.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-11",,"8.72"," 1743"," 1743","0.00",,"0.0","0.0","44","55","32",,,"  300","  310",,,,"25.1","33.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-12",,"7.83"," 0153"," 0152","0.01",,"0.0","0.0","39","48","30",,,"  320","  310",,,,"15.0","21.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-13",,"6.93"," 0352"," 0350","1.27",,"0.0","0.0","41","47","35",,,"   90","   80",,,,"17.9","23.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-14",,"11.18"," 1213"," 1440","0.00",,"0.0","0.0","45","48","42","    0",,"  320","  300",,,,"23.9","36.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-15",,"4.92"," 1213"," 1213","0.00",,"0.0","0.0","47","52","41","    0",,"  250","  250",,,,"14.1","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-16",,"5.82"," 2328"," 2345","0.17",,"0.0","0.0","49","57","41","    0",,"   70","   70",,,,"16.1","21.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-17",,"7.61"," 0518"," 0408","0.21",,"0.0","0.0","42","47","37","    0",,"   70","   60",,,,"17.0","23.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-18",,"9.40"," 1432"," 2136","0.00",,"0.0","0.0","41","47","34","    0",,"  330","  340",,,,"21.0","30.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-19",,"7.61"," 1001"," 1000","0.00",,"0.0","0.0","44","53","34","    0",,"   10","  360",,,,"19.9","28.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-20",,"6.93"," 1627"," 0730","0.00",,"0.0","0.0","47","55","38",,,"  170","   70",,,,"13.0","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-21",,"19.24"," 1929"," 1924","1.03",,"0.0","0.0","42","44","39",,,"   90","   80",,,,"36.0","51.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-22",,"10.74"," 0122"," 0033","1.28",,"0.0","0.0",,"45","39",,,"   70","   60",,,,"25.9","38.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-23",,"14.99"," 1450"," 1550","0.00",,"0.0","0.0",,"57","39",,,"  300","  310",,,,"23.9","40.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-24",,"10.51"," 1839"," 1843","0.00",,"0.0","0.0","43","52","34",,,"  330","  340",,,,"21.9","33.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-25",,"9.40"," 0845"," 0854","0.00",,"0.0","0.0","37","44","30","    0",,"  330","  320",,,,"17.9","25.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-26",,"8.95"," 1958"," 1958","0.05",,"0.3","0.0","32","37","27","    0",,"  320","  330",,,,"19.9","31.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-27",,"7.83"," 1843"," 1843","0.00",,"0.0","0.0","33","41","24","    0",,"  320","  330",,,,"16.1","21.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-28",,"6.49"," 0847"," 0847","0.00",,"0.0","0.0","40","49","30","    0",,"  320","  320",,,,"15.0","19.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-29",,"8.50"," 2352"," 2345","0.21",,"0.0","0.0","41","46","36","    0",,"   80","   80",,,,"17.9","28.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-30",,"15.43"," 1024"," 1052","2.16",,"0.0","0.0","40","43","37","    0",,"   80","   70",,,,"36.0","49.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-03-31",,"4.70"," 2357"," 2356","0.06",,"0.0","0.0","43","47","38","    0",,"   70","   70",,,,"13.0","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-01",,"6.93"," 1233"," 1233","0.01",,"0.0","0.0","41","43","38",,,"   70","   70",,,,"15.0","21.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-02",,"6.71"," 2135"," 1745","0.00",,"0.0","0.0","43","49","37",,,"  330","  340",,,,"15.0","23.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-03",,"5.59"," 1032"," 1036","0.00",,"0.0","0.0","46","55","37",,,"  330","  320",,,,"15.0","21.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-04",,"6.93"," 1322"," 1211","0.00",,"0.0","0.0","78","54","38",,,"   70","   60",,,,"19.9","25.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-05",,"5.37"," 1243"," 2328","0.00",,"0.0","0.0","53","64","41","    0",,"  290","  260",,,,"13.0","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-06",,"7.38"," 1118"," 0710","0.25",,"0.0","0.0","51","54","47","    0",,"  260","  280",,,,"15.0","21.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-07",,"8.50"," 0456"," 0459","0.00",,"0.0","0.0","49","54","43","    0",,"   80","   70",,,,"17.0","21.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-08",,"6.26"," 1123"," 0226","0.12",,"0.0","0.0","43","45","41","    0",,"   60","  170",,,,"14.1","21.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-09",,"4.47"," 1810"," 1809","0.60",,"0.0","0.0","62","78","45",,,"   20","   10",,,,"21.0","29.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-10",,"6.04"," 1725"," 1701","0.04",,"0.0","0.0","55","62","48","    0",,"  170","  190",,,,"13.0","16.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-11",,"7.61"," 2332"," 2310","0.17",,"0.0","0.0","49","53","44","    0",,"   70","   90",,,,"15.0","19.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-12",,"7.38"," 0347"," 0347","0.05",,"0.0","0.0","51","58","43",,,"   70","   60",,,,"17.9","21.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-13",,"8.95"," 1900"," 1921","0.00",,"0.0","0.0","62","73","51","    0",,"  330","  340",,,,"19.9","28.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-14",,"9.40"," 0040"," 0308","0.00",,"0.0","0.0","57","67","46","    0",,"  330","  330",,,,"17.9","29.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-15",,"3.80"," 1546"," 1953","0.06",,"0.0","0.0","58","68","48","    0",,"  170","  180",,,,"14.1","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-16",,"6.71"," 0700"," 0509","0.09",,"0.0","0.0","54","61","47","    0",,"   80","   70",,,,"17.0","23.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-17",,"6.26"," 2353"," 0735","0.00",,"0.0","0.0","48","52","44","    0",,"   50","  270",,,,"13.0","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-18",,"10.07"," 1253"," 0449","0.01",,"0.0","0.0","46","54","38","    0",,"  320","  360",,,,"19.9","28.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-19",,"5.37"," 1436"," 1330","0.00",,"0.0","0.0","45","55","34","    0",,"  280","  290",,,,"14.1","21.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-20",,"4.70"," 1308"," 1410","0.00",,"0.0","0.0","55","64","45","    0",,"  180","  180",,,,"13.0","15.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-21",,"4.70"," 1707"," 1707","0.18",,"0.0","0.0","60","68","52","    0",,"  180","  180",,,,"13.0","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-22",,"6.49"," 1614"," 1622","0.00",,"0.0","0.0","70","86","53","    0",,"  270","  280",,,,"15.0","21.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-23",,"5.14"," 1433"," 1416","0.00",,"0.0","0.0","70","80","59","    0",,"  170","  170",,,,"14.1","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-24",,"8.05"," 1620",,"0.00",,"0.0","0.0","70","87","52","    0",,"  320","  300",,,,"23.9","32.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-25",,"7.38"," 0828"," 0934","0.00",,"0.0","0.0","51","55","47","    0",,"   70","   70",,,,"19.9","28.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-26",,"6.93"," 0737"," 0736","0.00",,"0.0","0.0","55","63","47","    0",,"   90","   80",,,,"19.9","28.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-27",,"4.03"," 1731"," 1730","0.00",,"0.0","0.0","59","73","45","    0",,"  330","  340",,,,"14.1","19.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-28",,"6.71"," 1031"," 1223","0.00",,"0.0","0.0","57","64","49","    0",,"   60","   70",,,,"16.1","23.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-29",,"5.14"," 1647"," 2201","0.00",,"0.0","0.0","55","66","44","    0",,"  200","  250",,,,"13.0","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-04-30",,"6.49"," 2230"," 1045","0.00",,"0.0","0.0","64","78","49",,,"  270","  250",,,,"13.0","19.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-01",,"4.92"," 1537"," 1537","0.00",,"0.0","0.0","75","87","63","    0",,"  200","  190",,,,"14.1","19.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-02",,"5.82"," 1426"," 1411","0.00",,"0.0","0.0","78","90","66","    0",,"  190","  190",,,,"13.0","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-03",,"4.92"," 1556"," 1558","0.00",,"0.0","0.0","79","90","68","    0",,"  200","  210",,,,"13.0","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-04",,"5.37"," 2257"," 2059","0.00",,"0.0","0.0","82","92","71","    0",,"  280","  250",,,,"13.0","19.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-05",,"8.28"," 2350"," 2349","0.00",,"0.0","0.0","70","79","60","    0",,"   80","   90",,,,"17.9","25.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-06",,"10.51"," 0011"," 0010","0.00",,"0.0","0.0","57","64","49","    0",,"   80","   70",,,,"21.0","29.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-07",,"5.59"," 1343"," 0226","0.00",,"0.0","0.0","53","63","43","    0",,"  210","   90",,,,"12.1","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-08",,"4.70"," 1454"," 1420","0.00",,"0.0","0.0","57","66","47",,,"  180","  200",,,,"13.0","21.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-09",,"3.36"," 1714"," 1713","0.00",,"0.0","0.0","64","76","52",,,"  180","  180",,,,"8.9","12.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-10",,"4.70"," 1246"," 1045","0.00",,"0.0","0.0","71","82","60","    0",,"   70","  350",,,,"14.1","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-11",,"4.25"," 1606"," 1622","0.00",,"0.0","0.0","75","86","63","    0",,"  200","  190",,,,"14.1","17.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-12",,"6.04"," 1914"," 1913","0.00",,"0.0","0.0","72","86","58","    0",,"  330","  330",,,,"17.9","25.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-13",,"8.95"," 1415"," 1819","0.00",,"0.0","0.0","62","69","54",,,"   80","   70",,,,"21.0","30.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-14",,"6.04"," 1731"," 1507","0.00",,"0.0","0.0","60","69","50",,,"  340","  340",,,,"16.1","25.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-15",,"8.95"," 2029"," 2028","0.00",,"0.0","0.0","62","73","50",,,"   80","   60",,,,"19.9","30.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-16",,"8.05"," 0854"," 0834","0.00",,"0.0","0.0","58","62","53","    0",,"   80","   70",,,,"21.0","28.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-17",,"5.37"," 1558"," 1541","0.00",,"0.0","0.0","58","63","53","    0",,"  200","  200",,,,"12.1","16.1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-18",,"6.04"," 1056"," 0240","0.07",,"0.0","0.0","57","60","53","    0",,"  200","  200",,,,"12.1","17.0",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-19",,"3.58"," 2341"," 2340","0.00",,"0.0","0.0","70","80","59",,,"   80","   80",,,,"17.9","21.9",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-05-20",,"6.49"," 0414"," 0055","0.00",,"0.0","0.0","59","64","54","    0",,"   80","  110",,,,"16.1","21.0",,
